HITId,tweet,sentiment,directness,annotator_sentiment,target,group
3242,@user Lewis and being a faggot,normal,direct,shock_disgust,sexual_orientation,other
3243,Being the bigger person can also result in you looking like a cunt \ud83d\ude21,abusive_offensive,direct,anger_confusion_fear_shock_indifference,other,other
3244,@user That\u2019s awful. I\u2019m sorry that happened. Banter is the last refuge of the cunt.,offensive_normal,indirect,anger_confusion_fear_shock_indifference,other,other
3245,@user Deadass like I need something new. Call me nigger tell me you cheatin,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
3246,@user @user @user Hahaha. Isn\u2019t that one of Trump\u2019s \u201cshithole\u201d countries?,offensive,indirect,confusion_sadness_indifference_disgust,origin,other
3247,These people are insane. It's Mohammed! Lol. \nWorld's gone nuts and these shithole countries need to be nuked! @URL,offensive_hateful,indirect,confusion_sadness_indifference_disgust,origin,muslims
3248,You're going to look a right twat if it turns out he was in witness protection and the public have an even greater\u2026 @URL,offensive,indirect,sadness_fear,gender,women
3249,@user Let me retweet this you fucking mongoloid,hateful,indirect,sadness_indifference,origin,special_needs
3250,I wish I could be around to see one of those \shithole-countries\ rule the world one day. (Better yet for Trump to still be around.),hateful,indirect,sadness_indifference,origin,other
3251,Get a Fucking grip you mongoloid @URL,offensive,indirect,sadness_disgust,disability,special_needs
3252,everyone calls me mongy jess and i hate it,offensive,indirect,sadness_disgust,other,other
3253,Due to the unorthodox dietary requirements of a number of refugees on Manus we are…,disrespectful_normal,indirect,sadness_disgust,religion,refugees
3254,@user @user @user So this is what a retard with a twitter account looks like.,offensive,indirect,sadness_disgust,disability,special_needs
3255,@user yeah but it\u2019s a lucky watermelon you uncultured twat,offensive,indirect,sadness_disgust,gender,women
3256,happy birthday mau @user i wish you all the best and stay ching chong wouldn’t know how to survive last… @URL,abusive_offensive_disrespectful_normal,indirect,sadness_disgust,other,other
3257,Where is the twat? @URL,fearful_normal,indirect,sadness_disgust,gender,women
3258,Imagine living in this shithole of a country since birth yet you stick your peak in American politics s a d,offensive,indirect,sadness_disgust,origin,other
3259,Hard to watch. But cunt doesn\u2019t cut it. Beyond words @URL,offensive,indirect,sadness_disgust,origin,women
3260,Beyonc\u00e9 is a dyke. @URL,offensive,indirect,sadness_disgust,origin,gay
3261,@user Yes she should. But I doubt she'll do it. She's just another self absorbed feminazi attention whore.… @URL,offensive,indirect,anger_confusion_sadness_shock_indifference,gender,women
3262,If you get ice cream at ROLLD SLO you\u2019re a faggot,offensive,indirect,anger_disgust,sexual_orientation,other
3263,Say cunt dammit!! \nIt\u2019s not a see you next tuesday ffs.,offensive,indirect,anger_disgust,other,women
3264,@user @user @user Hurry up and vote the cunt out,offensive_hateful,indirect,anger_disgust,gender,women
3265,If they never use this on you during your childhoodgo back to your country you are not a nigerian @URL,offensive,indirect,confusion_indifference,origin,other
3266,We had all this debate when we had 40m people. The Gvt answer to it was to bring in 20m immigrants. Beggars belief… @URL,fearful_offensive_disrespectful_hateful_normal,indirect,confusion_indifference,origin,other
3267,Children outside my car are saying fuck and calling a kid at school a faggot. Right in front of their mother and I'\u2026 @URL,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,other
3268,Remind me of the time my homegirl was dating this dyke and neither one of them could open the jar of jelly lmao \ud83d\ude02 @URL,fearful_disrespectful,indirect,confusion_indifference,sexual_orientation,women
3269,@user Are you a retard? Jeez!!,offensive_hateful,indirect,confusion_indifference,disability,special_needs
3270,@user @user @user I don\u2019t generally use the term \u201cretard\u201d but using your words if\u2026 @URL,offensive_hateful,indirect,confusion_indifference,disability,special_needs
3271,@user @user Even after he called your country \shithole\ and your people \shithole people\. So sad.,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,special_needs
3272,me: please support the official release\nalso me: but if you can't do that because nintendo's a cunt that ports lik\u2026 @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,other,other
3273,May the words of #immigrants motivate allies to act.,normal,indirect,anger_sadness,origin,other
3274,@user This is fake empowerment men are people too,normal,indirect,anger_fear_indifference_sadness_disgust,gender,women
3275,@user @user Does that mean they come from shithole countries?,offensive,indirect,anger_shock,origin,individual
3276,Of course the dirty Dems favorite feminazi domestic terrorist! No anarchist riot would survive without the witch. @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,other
3277,I guess she shouldn't support a mongoloid then. It could all he avoided @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,special_needs
3278,@user Bro just call me a spic already I know u wanna,offensive_normal,indirect,anger_fear_indifference_sadness_disgust,origin,other
3279,Seems so odd that good ol @user would go any where nears such a radical leftist in 1995 given the fact Ayers\u2026 @URL,normal,indirect,sadness_indifference,other,other
3280,@user Ever heard of Europe? You're acting like I'm from some fucking shithole where there are no human r\u2026 @URL,offensive,indirect,sadness_indifference,origin,other
3281,Go ahead fucking spic try and break in my truck again!!!!\ud83e\udd2c\ud83d\ude21\ud83e\udd2c,offensive_hateful,indirect,sadness_shock,origin,indian/hindu
3282,@user @user What\u2019s wrong with being black u retard,offensive,direct,anger_sadness,disability,special_needs
3283,Women when the DJ says \u201cthey\u2019re serving dollar retard juice at the bar\u201d: @URL,offensive,indirect,fear_disgust,other,women
3284,Did you know the majority is white? Just saying. Sheesh. Get a grip. It's okay to be white. It's okay to be gay j… @URL,fearful_abusive_offensive_hateful_normal,indirect,fear_disgust,origin,individual
3285,Today I won asylum for SIX Iranian refugees. Now they're free to live their lives in peace r… @URL,fearful_disrespectful,indirect,fear_disgust,origin,refugees
3286,Boycott the show if it goes full retard with PC \u26a1\ufe0f \u201cFans debate future of Apu amid fresh speculation he could be w\u2026 @URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
3287,Kill yourself cunt!! @URL,hateful,direct,confusion_fear_indifference_sadness_disgust,gender,women
3288,@user You\u2019re a mongy,offensive,indirect,indifference_disgust,disability,special_needs
3289,@user ok i cant fucking understand what ur saying i dont speak ching chong,normal,indirect,indifference_disgust,origin,indian/hindu
3290,if I say \u201cI have a bf\u201d don\u2019t continue to send me dick pics heinous cunt,fearful_abusive_offensive_disrespectful_normal,indirect,indifference_disgust,gender,women
3291,Because the republican controlled congress voted down every gun control bill he put forward you insufferable cunt. @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,indifference_disgust,origin,special_needs
3292,If you got your first set of grillz and put em on the bottom you a faggot.,hateful,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
3293,War does not equal terrorism you fucking mongoloid @URL,offensive_hateful,indirect,anger_confusion_sadness_shock_indifference,origin,other
3294,@user As mongol @user has vowed to continue to refer to Prayagraj by its old name let's continue\u2026 @URL,normal,direct,anger_confusion_sadness_shock_indifference,disability,other
3295,This Australian taxpayer supports funding for the humanities. Sanctimonious twat. @URL,offensive_disrespectful,indirect,fear_shock_indifference_sadness_disgust,other,other
3296,@user @user @user Defense you fucking retard,offensive_hateful,direct,fear_shock_indifference_sadness_disgust,disability,special_needs
3297,what\u2019s with mongy lads liking a picture on insta and trying to talk to you immediately after get lost!!!!!!!,offensive_normal,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
3298,Everyone is so busy helping refugees and illegal aliens who had… @URL,fearful_normal,indirect,sadness_indifference,other,refugees
3299,@user @user So hes a fellow spic?,normal,indirect,anger_confusion_fear_shock_indifference,origin,indian/hindu
3300,@user Yep. We got the place spic and span and I thought to myself \Well this will last until naptime ends.\ \n\nAnd I was right.,normal,indirect,anger_confusion_fear_shock_indifference,origin,other
3301,Good thinking law enforcement the spic UC in the Honda Accord can eat my shit say one word mind games are fun be th\u2026 @URL,normal,indirect,anger_confusion_fear_shock_indifference,origin,women
3302,Not forgetting the tens of billions EU immigrants have sent back to Eastern Europe who pay nothing.,normal,indirect,anger_confusion_fear_shock_indifference,origin,immigrants
3303,Defining countries as \shithole\ encouraging reporters to be slapped around groping women because of your celebri\u2026 @URL,fearful_normal,indirect,anger_confusion_fear_shock_indifference,origin,other
3304,@user I better not call them mongy retards then \ud83d\ude42,offensive,indirect,anger_confusion_fear_shock_indifference,disability,special_needs
3305,the cunt deserved it @URL,offensive,indirect,anger_confusion_fear_shock_indifference,gender,women
3306,@user @user We pay more for drugs to subsidize a cheap supply to all the 3rd world shithole countrie\u2026 @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
3307,@user @user Hard when u playing a better team &amp; ya manager a retard,offensive,indirect,anger_sadness,disability,special_needs
3308,@user thanks retard \ud83d\ude24,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
3309,@user Now you are a baseball analist ??? Fuck you retard !!,abusive_offensive,indirect,shock_disgust,disability,special_needs
3310,Dave Roberts is a retarded motherfucker I hope they fire him for being such a dumb ass. Dude still thinks he plays\u2026 @URL,hateful,indirect,shock_disgust,other,women
3311,@user @user There are cultural refugees but even those are under assault,offensive,indirect,shock_disgust,origin,refugees
3312,This @user faggot needs to get knocked out,hateful_normal,direct,fear_shock_indifference_sadness_disgust,sexual_orientation,gay
3313,Me calling you a fat bitch can be forgotten and forgiven. A white man calling me a nigger can’t. Two different thin… @URL,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,african_descent
3314,@user Can I slap this cunt pls \ud83d\ude02,fearful,indirect,fear_shock_indifference_sadness_disgust,gender,women
3315,talkin bout my baby gon look like a spic\ud83d\ude02\ud83d\ude02,offensive,indirect,sadness_disgust,origin,other
3316,Cuz I walk around like that nigga finger on the trigger nigger want this smoke I’ll aim at his liver (Boom) @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
3317,He's been taking kindly to my nigger so far.,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,special_needs
3318,@user No I dont agree with you and your petition I admire you a lot but you are supporting a faggot who i\u2026 @URL,offensive,indirect,confusion_fear_shock_indifference_sadness,sexual_orientation,individual
3319,Whey hey the boring old trout mis pouting cunt has blocked me because she didn't like me telling the truth about\u2026 @URL,hateful,indirect,confusion_fear_shock_indifference_sadness,gender,women
3320,finally japanese songs are no longer the typical ching chong sound for me,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,other
3321,@user Omg...I'm a feminist... feminazi because I'm a man and comfortable in ma man body,normal,indirect,confusion_fear_shock_indifference_sadness,gender,women
3322,What happens when a white person checks him and calls him a spic .. like who or what will he turn to?? @URL,normal,indirect,confusion_fear_shock_indifference_sadness,other,other
3323,@user @user It\u2019s not America anymore. We\u2019re a third world shithole country run by tyrants. See how fast it happened?,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,other
3324,Worry about your own shithole country Quesadilla. @URL,abusive_hateful,indirect,confusion_fear_shock_indifference_sadness,origin,other
3325,@user @user @user @user Gee Noreen you don't have to be a twat about it.,offensive,indirect,confusion_fear_shock_indifference_sadness,gender,women
3326,Patiently waiting for the day a mayo head has the balls to call me a spick or a wetback.,offensive,indirect,fear_disgust,origin,other
3327,@user Dude your so retarded,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3328,@user What\u2019s disgusting per usual is that it\u2019s 90% males my age. Fight for your shithole countries you shit holes.,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,origin,refugees
3329,@user Such a retard,offensive,indirect,shock_disgust,disability,special_needs
3330,This can\u2019t be a real tweet especially from this faggot. No way Jose. @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
3331,Also my dog is retarded @URL,offensive,direct,anger_sadness_shock_indifference_disgust,disability,special_needs
3332,@user Can you advocate for the families separated forever by criminal illegal aliens or does that not fit your narrative,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,immigrants
3333,Alfie's Life Lesson No. 15678.\nIf you're gonna act the twat expect a slap. @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
3334,as soon as the racist called him a \u201cspic\u201d he hit him once and he was bleeding from his eye.. i love this song @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,hispanics
3335,@user shit retard aint got a clue what hes doing,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3336,Ma nigger @user ...Happy birthday man I hope you enjoy your day . . You're one of the greatest Thabo . .a… @URL,fearful_offensive_disrespectful_hateful_normal,indirect,anger_sadness_shock_indifference_disgust,disability,other
3337,Not to be that person but no one should say it. It\u2019s as awful as wetback or spic ugh @URL,offensive_hateful,indirect,anger_sadness_shock_indifference_disgust,origin,hispanics
3338,get in the gc negro @user,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,african_descent
3339,white people are retarded lol #confirmed @URL,offensive_hateful,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3340,@user @user Corporate 'rawk' magazines by retarded little boys who imagine they remember those thirt\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
3341,For more than 200 years our tradition of welcoming immigrants from around the world has given us a tremendous advantage over,offensive,indirect,anger_sadness_shock_indifference_disgust,other,other
3342,i can now legally say 'ching chong ping ling',normal,indirect,anger_sadness_shock_indifference_disgust,other,other
3343,@user @user @user For real.. let's let criminal illegal aliens off &amp; ridicule &amp; convict man with… @URL,offensive,indirect,anger_disgust,origin,other
3344,intellectual terrorism,normal,indirect,anger_disgust,other,other
3345,i'd be a flamboyant leftist too if my only concern in life was to look cool for a bunch of retarded friends,normal,indirect,anger_disgust,disability,other
3346,@user You fucking cheating cunt. Ball to hand? Lying dirty bastard,offensive,direct,anger_fear_shock_indifference_disgust,other,other
3347,Mohammed Bappare stop disgracing yourself by dabbling into a field u have no idea. It is why North remain a retard\u2026 @URL,normal,indirect,anger_fear_shock_indifference_disgust,disability,individual
3348,@user What a mongy cunt,offensive,indirect,confusion_shock,other,women
3349,@user yes dear we know that. but most citizens are retarded and genuinely believe the dems are great and\u2026 @URL,offensive,direct,confusion_shock,disability,special_needs
3350,As if some little cunt posted spoilers to the haunting of hill house just stick to posting your baby photos and GO,offensive,indirect,confusion_shock,origin,other
3351,just say faggot then,offensive_hateful,indirect,confusion_shock,other,other
3352,@user The tories have turned this country into some third world shithole with the rich getting richer &amp; the poor\u2026 @URL,offensive,indirect,anger_disgust,other,other
3353,@user @user A country being a shithole isn\u2019t racism. You should probably learn the definition\u2026 @URL,offensive,indirect,confusion_shock,origin,other
3354,Chilling relajao bulde feo pa la foto negro @URL,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,indian/hindu
3355,@user @user @user another soup taker.,disrespectful_normal,indirect,confusion_indifference,other,other
3356,here I am again building my walls again this time i'll make it concrete na para dili na basta2 masudlan og mga mongol..,abusive_offensive_disrespectful_hateful_normal,direct,fear_shock_indifference_sadness_disgust,disability,individual
3357,@user Shut your Mexican ass up before we deport your spic ass,offensive,direct,fear_shock_indifference_sadness_disgust,origin,other
3358,Funny #crypto for today Oct 28 2018. Daily #cryptocurrency comical funny lame junk dank retard thread. Help\u2026 @URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
3359,Never trust a faggot with an Android.,offensive,indirect,confusion_fear_indifference_sadness_disgust,sexual_orientation,special_needs
3360,@user I’m so happy I’m a nigger bc thanksgiving and Christmas is always lit,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
3361,@user an mongy jonny come lately no doubt. I remember going there in 2010 when they had about 3-400 home fan\u2026 @URL,normal,indirect,confusion_fear_indifference_sadness_disgust,other,other
3362,The Trumpkin makes more sense than the twat in the white house! @URL,offensive,indirect,anger_indifference,origin,left_wing_people
3363,In a way I think Trump himself would be too retarded to work for Putin lol,hateful_disrespectful,indirect,anger_indifference,disability,individual
3364,Don\u2019t go to a strip club with your man if you\u2019re gonna be a cunt to your waitress or any woman that walks by stay\u2026 @URL,offensive,indirect,anger_indifference,other,women
3365,About to really start chopping this dyke up,offensive_normal,indirect,confusion_fear_indifference_sadness,other,other
3366,The demorats wants to change our country. They wants America be like the shithole countries where the illegals thu\u2026 @URL,offensive_disrespectful,indirect,confusion_fear_indifference_sadness,origin,immigrants
3367,@user @user @user That's the point! It's only in a shithole country that you get to become\u2026 @URL,offensive,indirect,confusion_fear_indifference_sadness,origin,other
3368,I added a video to a @user playlist @URL Martin Garrix - Animals (DJ Fatal's Despicable Me Mash Up),normal,indirect,confusion_fear_indifference_sadness,other,other
3369,@user @user Yeah like cut the funding to illegal immigrants &amp; their anchor babies.,hateful,direct,anger_fear,origin,special_needs
3370,I added a video to a @user playlist @URL Mega faggot sound effect,abusive_offensive,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,gay
3371,I\u2019ve never seen Monster Squad... in the first 10 minutes I\u2019ve heard \u201chomo\u201d twice and \u201cfaggot\u201d twice. Jesus Christ w\u2026 @URL,hateful,indirect,confusion_sadness,sexual_orientation,other
3372,@user Are you some ooga booga chinaman?,offensive_hateful,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
3373,@user raghead killed by other ragheads. Inshallah.,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,arabs
3374,@user @user @user What other sensitive fragile can I get to block me next! Iterations. Only two twat\u2026 @URL,offensive,indirect,anger_fear_shock_indifference_sadness,other,other
3375,Soppy cunt. @URL,offensive,direct,anger_fear_shock_indifference_disgust,gender,women
3376,we do the story so fucking retarded,offensive,indirect,anger_disgust,disability,special_needs
3377,Any grown man speaking pig latin to speak in code around ppl is for sure a big time faggot..,offensive,indirect,anger_confusion_sadness_shock_fear,sexual_orientation,gay
3378,I look at pictures of my pop &amp; I &amp; i think damn this negro really hurted me,offensive,indirect,sadness_shock,origin,individual
3379,i am half spic and Half white \u2014 Good for you? @URL,offensive,indirect,sadness_shock,origin,hispanics
3380,And take away his passport plus I want to see him get on a plane to his shithole country @URL,hateful,direct,anger_sadness,origin,other
3381,@user Most of us have no desire to learn shithole country languages. French is unpopular with teachers bec\u2026 @URL,fearful_abusive_hateful_disrespectful_normal,indirect,fear_disgust,origin,other
3382,He\u2019s a twat. @URL,hateful,indirect,fear_disgust,gender,women
3383,Fucking dumbass mongoloid calls me an asshole under his breath because he doesn\u2019t wanna pay tax for a bag \n\nO K P A L,abusive_offensive_hateful_disrespectful_normal,indirect,fear_disgust,other,other
3384,@user No nigger,offensive,direct,fear_disgust,origin,indian/hindu
3385,@user are you retarded holy shit you games cant read for your life. MY PAYPAL IS LOCKED SO I CAN NOT DEPOSIT Y\u2026 @URL,offensive_normal,indirect,fear_disgust,disability,special_needs
3386,Boroqul a general and friend of #Chinggiskhan ambushed by Tumed 1216. Learn more in my video on the #mongol conqu\u2026 @URL,abusive_normal,indirect,indifference_disgust,other,other
3387,This video just called me a spic,offensive,indirect,fear_shock_indifference_disgust,origin,hispanics
3388,Need 1 asap for scrims bc @user is a retard and afk,offensive,indirect,fear_shock_indifference_disgust,disability,special_needs
3389,@user Venmo Wolffis $10 for sucking your dick faggot @user #2birds1stone,abusive_hateful,direct,anger_disgust,sexual_orientation,other
3390,Please note that I've stopped using the word \retarded\ on here. The powers that be already hate me and that proper\u2026 @URL,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
3391,His acting like a nigger rant is what showed me he was an idiot lol @URL,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion_fear_indifference_disgust,origin,refugees
3392,So my cousins looks 18 when he’s in his mid 30s and security asked him what’s his secret how did this negro say sm… @URL,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,african_descent
3393,@user @user Aye spic with a promo,offensive,indirect,anger_confusion_fear_indifference_disgust,other,other
3394,@user Sharpen up faggot,offensive,indirect,anger_confusion_fear_indifference_disgust,sexual_orientation,gay
3395,Don\u2019t you ever complain about tinpot dictatorships in shithole countries while this happens in the \u2018greatest\u2019 democ\u2026 @URL,offensive,indirect,anger_confusion_fear_indifference_disgust,other,other
3396,@user @user you're already going to be a cunt at least condense it to the actual event\n\nyou don't w\u2026 @URL,offensive,indirect,anger_confusion_fear_indifference_disgust,gender,women
3397,David Shaw such a faggot,offensive_hateful,indirect,anger_confusion_fear_indifference_disgust,sexual_orientation,gay
3398,\Globalists\\n\drug dealers criminals rapists\\n\these are animals\\n\shithole countries\\n\America First\\n\very fine\u2026 @URL,hateful,indirect,anger_confusion_fear_indifference_disgust,origin,immigrants
3399,I can\u2019t believe this cunt wrote The Office. @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_fear_indifference_disgust,other,women
3400,@user @user Uhhh I think that how he was killed. With \u201cevery stone\u201d! \nCan\u2019t trust a raghead as far as I ca\u2026 @URL,offensive_normal,indirect,anger_confusion_fear_indifference_disgust,religion,other
3401,@user r u sayin my mum looks like a retard??? u wanna fuckin throw hands cunt???,offensive_disrespectful,direct,shock_indifference,gender,women
3402,@user Ahhh....it's the mongol hordes! Everybody hide their women and children!\n\nOh wait..you say it's hu\u2026 @URL,offensive_hateful,indirect,anger_disgust,origin,special_needs
3403,@user I read somewhere in a leftist mag that terrorist events like Breivik\u2019s massacre precede cultural sh\u2026 @URL,disrespectful_normal,indirect,anger_disgust,other,other
3404,It has fuck all to do with rivalry. Make Jokes about people in intensive care or dying you\u2019re a twat. You\u2019re not a\u2026 @URL,offensive,indirect,anger_disgust,other,other
3405,Ok I will port to @user ! Not only I would keep myself away from retard customer care calls but also quality\u2026 @URL,offensive,indirect,anger_disgust,disability,special_needs
3406,@user @user @user @user Truth be told you\u2019re not even on my gate man\u2019s level.. stay in your lane twat,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,gender,women
3407,ching chong is high af save her,fearful_abusive_hateful_disrespectful_normal,indirect,anger_disgust,origin,muslims
3408,@user Ok settle down betty friedan some feminazi will blow you for saying This,offensive,indirect,anger_disgust,gender,women
3409,@user shut up mongoloid,offensive,indirect,anger_disgust,origin,special_needs
3410,buh? my faggot boomer music has no racial boundaries?? epic....,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,origin,gay
3411,There are some truly retarded people running @user @URL,offensive,direct,anger_fear_shock_indifference_sadness,disability,special_needs
3412,dear ma’am: “ching chong chang” is not actual Chinese. that’s fucking racist.,offensive_normal,indirect,anger_indifference,origin,special_needs
3413,@user @user @user And the rest of the country couldn\u2019t give a fuck about your London shithole,offensive_hateful,direct,anger_indifference,origin,other
3414,@user Seriously. Kavvanaughs accuser should be arrested and taken to mexico alongside all illegal aliens of mexi… @URL,offensive_hateful,indirect,anger_indifference,origin,other
3415,All because I \u201ca foreign cunt\u201d apparently really can\u2019t speak on British streets. .... So I spoke in Parliament ne\u2026 @URL,hateful,indirect,anger_indifference,origin,women
3416,@user I wont waste my time reading this retard's hate speech he cant even spell JEALOUS correctly,abusive_offensive,direct,shock_disgust,origin,special_needs
3417,@user @user @user ah eso me parecia ching chong,offensive,indirect,shock_disgust,origin,special_needs
3418,@user can call me nigger,offensive,indirect,shock_disgust,origin,african_descent
3419,I wish I have a situation/issue with a racist calling me a spic or some racist shit god only knows \ud83d\ude02\ud83d\ude02\ud83d\ude02 @URL,offensive,indirect,shock_disgust,gender,other
3420,Did this negro really call me a broke bitch bc I’m sellin bundles from #couponing @URL,normal,indirect,shock_disgust,origin,individual
3421,Americans: Lol ur a dingus\n\nAussies: Fuck off ya fucken dog cunt,offensive,indirect,shock_disgust,origin,women
3422,a barbican is a forefront: anticompetitive not mongoloid,offensive,indirect,shock_disgust,other,special_needs
3423,Worst thing waking up after a nap feelin mongy as fuck \ud83e\udd2e,offensive,indirect,anger_indifference,disability,special_needs
3424,somebody braid my hair im too retarded for this,offensive,indirect,anger_fear,disability,special_needs
3425,Yes we have about 30000 illegal aliens who entered Canada from safe country thanks belongs to Trudeau @URL,offensive,indirect,shock_disgust,origin,other
3426,@user I didn\u2019t know you were a fellow spic,offensive,indirect,shock_disgust,origin,other
3427,Sometimes I remember the time a whiny actual-slur-defending Taylor swift fan tried to claim \u201ccunt\u201d is a slur and laugh,normal,indirect,anger_confusion_fear_shock_indifference,gender,women
3428,@user amaze them with your ching chong and we'll finish the e-bingo faster,hateful,indirect,anger_confusion_fear_shock_indifference,origin,individual
3429,I love @user he already has a tall can modelo negro ready for me when I arrive knows me too well,fearful_normal,indirect,sadness_indifference,origin,other
3430,@user ok yeah i know you are retarded why dont you just get your dad to beat you like he did last year,offensive,indirect,sadness_indifference,disability,special_needs
3431,@user @user @user @user That is wrong. He said he didn't want immigrants from those shithole countrie\u2026 @URL,offensive,indirect,sadness_indifference,origin,special_needs
3432,What a cunt!!! @URL,offensive,indirect,sadness_indifference,gender,women
3433,@user I know not related but @user is as retarded as Steven. Stay off the wall bruh!!,hateful,indirect,sadness_indifference,origin,special_needs
3434,@user didnt want to vc with you after ur antics mongoloid,hateful_disrespectful,indirect,sadness_disgust,disability,special_needs
3435,Lol...got his negro ass right outta there @URL,hateful,direct,sadness_disgust,origin,indian/hindu
3436,If you think the hashtags at the end of this tweet are extreme left feminazi propaganda you need… @URL,normal,indirect,sadness_disgust,other,women
3437,Big spic energy. @URL,offensive_hateful_disrespectful_normal,indirect,fear_shock_sadness_disgust,origin,individual
3438,Shit me... Dog... Kane.. and that faggot ass nigga Chauncey,offensive,indirect,fear_shock_sadness_disgust,sexual_orientation,individual
3439,@user fuck u spic,offensive,indirect,anger_disgust,origin,hispanics
3440,Im just tryna figure out if Rondo is retarded,offensive_normal,indirect,anger_disgust,disability,special_needs
3441,@user Wrong retard. To assume the murder rate would significantly change for whites or blacks is you ma\u2026 @URL,offensive,indirect,shock_disgust,disability,special_needs
3442,Y\u2019all sound #nohoes &amp; retarded that suspension was a blessing in disguise .. do y\u2019all hoop? or just galavant wit th\u2026 @URL,offensive,indirect,shock_disgust,disability,special_needs
3443,@user @user @user @user mongy blues x @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
3444,why did you put it on the 3rd shelf then you mongy bitch @URL,offensive,direct,confusion_sadness,disability,hispanics
3445,i\u2019m not dead but i\u2019m haunting the faggot,offensive,indirect,confusion_sadness,sexual_orientation,indian/hindu
3446,@user I'd rather speak German than Espanol or raghead.,offensive_hateful,direct,confusion_sadness,origin,individual
3447,since when did it become my country's responsibility to take you in JUST BECAUSE your country is a shithole??!?\nwou\u2026 @URL,offensive,indirect,anger_sadness,origin,immigrants
3448,shut up nigger — nah @URL,offensive,indirect,anger_sadness,origin,left_wing_people
3449,They're shithole countries. @URL,offensive_disrespectful,indirect,anger_disgust,origin,other
3450,When I get drunk I feel retarded :/,hateful_disrespectful,indirect,anger_indifference,disability,special_needs
3451,Amazing that America a so called \u201cmelting pot\u201d can\u2019t have a female president but \u201cshithole\u201d countries can... hmm @URL,normal,indirect,anger_indifference,origin,other
3452,@user Well he asked me is it that popular ching chong band..,offensive_normal,indirect,anger_confusion_shock_indifference_disgust,origin,other
3453,Clearly you haven\u2019t heard that 21 Savage feature you uncultured retard. @URL,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
3454,@user @user Okayn\u2019t retard,offensive,indirect,anger_disgust,disability,special_needs
3455,@user You're a faggot have ADHD and sound like you're gay. 1v1 me playground.,normal,indirect,anger_disgust,sexual_orientation,other
3456,@user It reflects the behaviour of shithole countries. Look at that the man who disparaged others as shitholes in\u2026 @URL,normal,direct,anger_disgust,origin,jews
3457,@user Your literally a faggot,offensive_hateful,indirect,anger_disgust,sexual_orientation,women
3458,What About Me is about to be the new fuck boy anthem... it’s too late negro,offensive,indirect,anger_disgust,origin,african_descent
3459,an abdomen of a supremacy: flat-bottomed and mongoloid,offensive,indirect,anger_disgust,disability,special_needs
3460,@user @user You like being stupid right?\nShow proof mongoloid of that.,offensive,direct,anger_disgust,origin,other
3461,Donald: We're being invaded by brown people from shithole countries! Help! And liberal angry mobs &amp; Democrats are t\u2026 @URL,fearful_offensive_hateful_disrespectful_normal,indirect,anger_disgust,origin,left_wing_people
3462,@user Camille Ur a stupid cunt,offensive,indirect,anger_disgust,origin,women
3463,@user I love you sexyyyy,normal,indirect,anger_disgust,sexual_orientation,other
